id,date,category,address,zip,latitude,longitude
6814220,2009-02-07 00:00:00,OTHER,800 BLOCK Vallejo St,94133,37.79839,-122.41050
6814221,2009-02-07 00:00:00,OTHER,1000 BLOCK Turk St,94102,37.78135,-122.42560
6814222,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK Jones St,,37.79416,-122.41470
6814223,2009-02-07 00:00:00,PROACTIVE POLICING,Turk St & Mason St,94102,37.78341,-122.40910
6814224,2009-02-07 00:00:00,TRAFFIC,Monterey Blvd & Plymouth Av,,37.73087,-122.45770
6814225,2009-02-07 00:00:00,TRAFFIC,1700 BLOCK Greenwich St,94123,37.80010,-122.42780
6814226,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Ellsworth St,94110,37.73287,-122.41750
6814227,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Market St,94102,37.78419,-122.40780
6814229,2009-02-07 00:00:00,OTHER,900 BLOCK Innes Av,94124,37.73224,-122.37570
6814230,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Turk St,94102,37.78302,-122.41240
6814231,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Guerrero St,94103,37.76975,-122.42460
6814232,2009-02-07 00:00:00,TRAFFIC,1500 BLOCK Mason St,94133,37.79744,-122.41180
6814233,2009-02-07 00:00:00,OTHER,600 BLOCK Ellis St,94109,37.78447,-122.41610
6814234,2009-02-07 00:00:00,PROACTIVE POLICING,Market St&Castro St,,0.00000,0.00000
6814235,2009-02-07 00:00:00,PROACTIVE POLICING,Post St & Hyde St,94109,37.78725,-122.41660
6814236,2009-02-07 00:00:00,PROACTIVE POLICING,Chestnut St & Fillmore St,94123,37.80084,-122.43620
6814237,2009-02-07 00:00:00,TRAFFIC,16Th St & Potrero Av,94103,37.76577,-122.40760
6814238,2009-02-07 00:00:00,PROACTIVE POLICING,Market & Church Street,94114,37.76753,-122.42890
6814239,2009-02-07 00:00:00,PROACTIVE POLICING,Lombard St & Broderick St,94123,37.79887,-122.44430
6814241,2009-02-07 00:00:00,PROACTIVE POLICING,Bay St & Taylor St,94133,37.80543,-122.41530
6814243,2009-02-07 00:00:00,TRAFFIC,400 BLOCK Lisbon St,94112,37.72191,-122.43390
6814245,2009-02-07 00:00:00,PROACTIVE POLICING,San Jose Av & Geneva Av,94014,37.70837,-122.45890
6814246,2009-02-07 00:00:00,OTHER,Martin Luther Ki Dr & Crossover Dr,94121,37.76604,-122.47740
6814247,2009-02-07 00:00:00,OTHER,100 BLOCK Heritage Av,94134,37.70995,-122.41270
6814248,2009-02-07 00:00:00,ASSAULT,3100 BLOCK 16Th St,94103,37.76494,-122.42200
6814249,2009-02-07 00:00:00,OTHER,400 BLOCK Powell St,94102,37.78841,-122.40830
6814250,2009-02-07 00:00:00,TRAFFIC,20Th Av & Irving St,94122,37.76352,-122.47820
6814251,2009-02-07 00:00:00,TRAFFIC,29Th Av & Judah St,94122,37.76124,-122.48770
6814252,2009-02-07 00:00:00,TRAFFIC,3600 BLOCK 17Th St,94114,37.76304,-122.42630
6814253,2009-02-07 00:00:00,TRAFFIC,Vienna St & Persia Av,94112,37.72047,-122.43040
6814254,2009-02-07 00:00:00,PROACTIVE POLICING,2500 BLOCK Mariposa St,94110,37.76317,-122.40830
6814255,2009-02-07 00:00:00,QUALITY OF LIFE,400 BLOCK Dolores St,94110,37.76286,-122.42650
6814256,2009-02-07 00:00:00,OTHER,100 BLOCK Concord St,94112,37.71197,-122.44280
6814257,2009-02-07 00:00:00,OTHER,700 BLOCK Monterey Blvd,94127,37.73181,-122.45130
6814258,2009-02-07 00:00:00,TRAFFIC,200 BLOCK Berry St,94158,37.77572,-122.39340
6814259,2009-02-07 00:00:00,ASSAULT,100 BLOCK 4Th St,94103,37.78444,-122.40420
6814260,2009-02-07 00:00:00,TRAFFIC,Folsom St & Eugenia Av,94110,37.74031,-122.41330
6814261,2009-02-07 00:00:00,PROACTIVE POLICING,Hyde St & Beach St,94109,37.80666,-122.42050
6814262,2009-02-07 00:00:00,PROACTIVE POLICING,Gilman & Hawes,94124,37.71928,-122.39000
6814263,2009-02-07 00:00:00,TRAFFIC,600 BLOCK Post St,94109,37.78790,-122.41180
6814264,2009-02-07 00:00:00,PROACTIVE POLICING,1900 BLOCK Harrison St,94103,37.76709,-122.41330
6814265,2009-02-07 00:00:00,TRAFFIC,200 BLOCK Waller St,94102,37.77156,-122.42720
6814266,2009-02-07 00:00:00,OTHER,600 BLOCK Davis St,94111,37.79806,-122.39850
6814267,2009-02-07 00:00:00,PROACTIVE POLICING,Battery St & Green St,94111,37.80050,-122.40140
6814268,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Plymouth Av,94112,37.71420,-122.45580
6814269,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Laguna St,94109,37.78206,-122.42740
6814270,2009-02-07 00:00:00,OTHER,900 BLOCK Market St,94102,37.78419,-122.40780
6814271,2009-02-07 00:00:00,PROACTIVE POLICING,Fillmore & Grove L22 C5451 Ib,94806,37.95331,-122.35780
6814272,2009-02-07 00:00:00,QUALITY OF LIFE,100 BLOCK Dakota St,94107,37.75364,-122.39560
6814273,2009-02-07 00:00:00,PROACTIVE POLICING,Evans Av & Newhall St,94124,37.74190,-122.38660
6814274,2009-02-07 00:00:00,TRAFFIC,18Th St & Hattie St,94114,37.76054,-122.44090
6814275,2009-02-07 00:00:00,OTHER,3200 BLOCK 24Th St,94110,37.75247,-122.41660
6814276,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Webster St,94117,37.77153,-122.42840
6814277,2009-02-07 00:00:00,OTHER,1900 BLOCK Bryant St,94110,37.76264,-122.41070
6814278,2009-02-07 00:00:00,TRAFFIC,30Th Av & Taraval St,,37.74241,-122.48740
6814279,2009-02-07 00:00:00,PROACTIVE POLICING,Mission St & Cortland Av,94110,37.74101,-122.42280
6814280,2009-02-07 00:00:00,OTHER,400 BLOCK Lakeview Av,94112,37.71804,-122.45330
6814281,2009-02-07 00:00:00,PROACTIVE POLICING,Turk St & Taylor St,94102,37.78325,-122.41080
6814282,2009-02-07 00:00:00,PROACTIVE POLICING,6Th Av & Geary Blvd,,37.78077,-122.46440
6814283,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Topeka Av,94124,37.73334,-122.39780
6814284,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St & Williams Av,,37.72916,-122.39280
6814285,2009-02-07 00:00:00,PROACTIVE POLICING,3600 BLOCK Taraval St,94116,37.74202,-122.50480
6814286,2009-02-07 00:00:00,OTHER,0 BLOCK Washburn St,94103,37.77528,-122.41440
6814287,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK Lake St,,37.78620,-122.47550
6814288,2009-02-07 00:00:00,THEFT,3900 BLOCK Alemany Blvd,94132,37.71155,-122.46750
6814289,2009-02-07 00:00:00,TRAFFIC,2500 BLOCK San Bruno Av,94134,37.72982,-122.40480
6814290,2009-02-07 00:00:00,THEFT,700 BLOCK Washington St,94108,37.79536,-122.40500
6814291,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St & Paul Av,94124,37.72241,-122.39570
6814292,2009-02-07 00:00:00,PROACTIVE POLICING,Cameron Way & Fitzgerald Av,94124,37.71969,-122.38910
6814293,2009-02-07 00:00:00,PROACTIVE POLICING,600 BLOCK Monterey Blvd,94127,37.73182,-122.44910
6814294,2009-02-07 00:00:00,PROACTIVE POLICING,Cyril Magnin St & Eddy St,94102,37.78450,-122.40850
6814295,2009-02-07 00:00:00,QUALITY OF LIFE,1500 BLOCK Oak St,94117,37.77210,-122.44570
6814296,2009-02-07 00:00:00,PROACTIVE POLICING,1100 BLOCK Market St,94102,37.78088,-122.41250
6814297,2009-02-07 00:00:00,OTHER,200 BLOCK Hyde St,94102,37.78284,-122.41550
6814298,2009-02-07 00:00:00,PROACTIVE POLICING,Mission St & Lowell St,,37.71172,-122.44570
6814299,2009-02-07 00:00:00,ASSAULT,Mcallister St & Divisadero St,94115,37.77779,-122.43840
6814300,2009-02-07 00:00:00,OTHER,2800 BLOCK Van Ness Av,94109,37.80153,-122.42420
6814301,2009-02-07 00:00:00,PROACTIVE POLICING,California St & Laurel St,94118,37.78683,-122.45010
6814302,2009-02-07 00:00:00,THEFT FROM VEHICLE,Ivy St & Buchanan St,94102,37.77670,-122.42800
6814303,2009-02-07 00:00:00,PROACTIVE POLICING,Kezar Triangle,94122,37.76775,-122.45680
6814304,2009-02-07 00:00:00,PROACTIVE POLICING,1900 BLOCK Harrison St,94103,37.76709,-122.41330
6814305,2009-02-07 00:00:00,PROACTIVE POLICING,Russ St & Natoma St,94103,37.77930,-122.40880
6814306,2009-02-07 00:00:00,OTHER,200 BLOCK King St,94107,37.77817,-122.39190
6814307,2009-02-07 00:00:00,PROACTIVE POLICING,16Th St & Mission St,94103,37.76505,-122.41970
6814308,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK Washington St,94111,37.79670,-122.39780
6814309,2009-02-07 00:00:00,TRAFFIC,2400 BLOCK Taraval St,94116,37.74258,-122.49200
6814310,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St & Geary St,94102,37.78736,-122.40820
6814311,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Kittredge Tr,94118,37.77811,-122.45070
6814312,2009-02-07 00:00:00,PROACTIVE POLICING,2000 BLOCK Mission St,94110,37.76501,-122.41970
6814313,2009-02-07 00:00:00,OTHER,500 BLOCK Broadway,94133,37.79819,-122.40570
6814314,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Market St,94102,37.78419,-122.40780
6814315,2009-02-07 00:00:00,OTHER,Charter Oak Av & Augusta St,94124,37.73435,-122.40460
6814316,2009-02-07 00:00:00,TRAFFIC,1300 BLOCK Fitzgerald Av,94124,37.72205,-122.39320
6814317,2009-02-07 00:00:00,PROACTIVE POLICING,Willow St & Polk St,94109,37.78356,-122.41930
6814318,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK Turk St,,37.78032,-122.43380
6814319,2009-02-07 00:00:00,OTHER,4300 BLOCK 17Th St,94114,37.76231,-122.44040
6814321,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK 100 Block Highland,94110,37.73732,-122.42390
6814322,2009-02-07 00:00:00,TRAFFIC,100 BLOCK 9Th St,94103,37.77622,-122.41470
6814323,2009-02-07 00:00:00,SEXUAL OFFENSE,18Th St & Castro St,94114,37.76089,-122.43500
6814324,2009-02-07 00:00:00,TRAFFIC,Haight St & Masonic Av,,37.77017,-122.44520
6814325,2009-02-07 00:00:00,TRAFFIC,3Rd St & Egbert Av,94124,37.72404,-122.39500
6814326,2009-02-07 00:00:00,OTHER,2400 BLOCK 19Th Av,94116,37.74292,-122.47530
6814327,2009-02-07 00:00:00,OTHER,16Th St & Mission St,94103,37.76505,-122.41970
6814328,2009-02-07 00:00:00,TRAFFIC,1600 BLOCK Lyon St,94115,37.78558,-122.44500
6814329,2009-02-07 00:00:00,TRAFFIC,1500 BLOCK 7Th Av,94122,37.76020,-122.46370
6814330,2009-02-07 00:00:00,PROACTIVE POLICING,Presidio Barn,94115,37.79126,-122.44760
6814331,2009-02-07 00:00:00,OTHER,Cabrillo St & La Playa St,94121,37.77330,-122.51000
6814332,2009-02-07 00:00:00,TRAFFIC,1900 BLOCK Jackson St,94109,37.79369,-122.42660
6814333,2009-02-07 00:00:00,TRAFFIC,24Th St & Alabama St,94110,37.75271,-122.41090
6814334,2009-02-07 00:00:00,PROACTIVE POLICING,1100 BLOCK Fulton St,94117,37.77736,-122.43510
6814335,2009-02-07 00:00:00,TRAFFIC,10Th St & Howard St,94103,37.77407,-122.41440
6814336,2009-02-07 00:00:00,TRAFFIC,400 BLOCK Monterey Blvd,94127,37.73173,-122.44450
6814337,2009-02-07 00:00:00,PROACTIVE POLICING,Civic Center Muni West,,0.00000,0.00000
6814338,2009-02-07 00:00:00,TRAFFIC,Geary St & Stockton St,,37.78758,-122.40660
6814339,2009-02-07 00:00:00,ASSAULT,Haight St & Stanyan St,94117,37.76915,-122.45350
6814341,2009-02-07 00:00:00,PROACTIVE POLICING,Post St & Hyde St,94109,37.78725,-122.41660
6814343,2009-02-07 00:00:00,TRAFFIC,1300 BLOCK 15Th Av,94122,37.76374,-122.47280
6814346,2009-02-07 00:00:00,PROACTIVE POLICING,1200 BLOCK Market St,94102,37.77763,-122.41700
6814347,2009-02-07 00:00:00,QUALITY OF LIFE,1300 BLOCK Folsom St,94103,37.77376,-122.41170
6814349,2009-02-07 00:00:00,PROACTIVE POLICING,4400 BLOCK Mission St,94112,37.72718,-122.43290
6814351,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Valencia St,94103,37.76638,-122.42240
6814353,2009-02-07 00:00:00,OTHER,300 BLOCK Irving St,94122,37.76435,-122.46110
6814354,2009-02-07 00:00:00,THEFT,1St St & Mission St,,37.78940,-122.39720
6814355,2009-02-07 00:00:00,TRAFFIC,Broadway & Powell St,94133,37.79732,-122.41020
6814356,2009-02-07 00:00:00,PROACTIVE POLICING,23Rd Av & Kirkham St,94122,37.75965,-122.48120
6814357,2009-02-07 00:00:00,PROACTIVE POLICING,17Th Av & Geary Blvd,94121,37.78043,-122.47620
6814358,2009-02-07 00:00:00,QUALITY OF LIFE,Powell St & Market St,,37.78463,-122.40780
6814359,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Collins St,94118,37.78436,-122.45000
6814360,2009-02-07 00:00:00,TRAFFIC,500 BLOCK 20Th Av,94121,37.77842,-122.47930
6814361,2009-02-07 00:00:00,PROACTIVE POLICING,Cyril Magnin St & Eddy St,94102,37.78450,-122.40850
6814362,2009-02-07 00:00:00,PROACTIVE POLICING,2100 BLOCK John F Kennedy Dr,94122,37.77005,-122.48230
6814363,2009-02-07 00:00:00,PROACTIVE POLICING,4Th St & King St,94107,37.77643,-122.39410
6814364,2009-02-07 00:00:00,PROACTIVE POLICING,Cyril Magnin St & Eddy St,94102,37.78450,-122.40850
6814365,2009-02-07 00:00:00,TRAFFIC,1900 BLOCK Filbert St,94123,37.79884,-122.43100
6814366,2009-02-07 00:00:00,TRAFFIC,Clayton St & Corbett Av,,37.75867,-122.44590
6814367,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK Harding Rd,94132,37.72510,-122.49820
6814368,2009-02-07 00:00:00,TRAFFIC,200 BLOCK Funston Av,94118,37.78429,-122.47190
6814369,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St & Palou Av,94124,37.73398,-122.39090
6814370,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK Steuart St,94105,37.79308,-122.39320
6814371,2009-02-07 00:00:00,TRAFFIC,300 BLOCK Harriet St,94103,37.77561,-122.40310
6814372,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Harriet St,94103,37.77795,-122.40600
6814373,2009-02-07 00:00:00,OTHER,3100 BLOCK Fillmore St,94123,37.79811,-122.43570
6814374,2009-02-07 00:00:00,TRAFFIC,Roosevelt Way & Saturn St,94114,37.76255,-122.44460
6814375,2009-02-07 00:00:00,PROACTIVE POLICING,Treat Av & 17Th St,94110,37.76379,-122.41360
6814376,2009-02-07 00:00:00,PROACTIVE POLICING,23Rd St & Valencia St,94110,37.75370,-122.42080
6814377,2009-02-07 00:00:00,PROACTIVE POLICING,300 BLOCK Cortland Av,94110,37.73931,-122.41860
6814378,2009-02-07 00:00:00,TRAFFIC,500 BLOCK Faxon Av,94112,37.72377,-122.46000
6814379,2009-02-07 00:00:00,PROACTIVE POLICING,Bayshore Blvd & Sunnydale Av,94134,37.70889,-122.40520
6814380,2009-02-07 00:00:00,TRAFFIC,700 BLOCK Clement St,94118,37.78287,-122.46660
6814381,2009-02-07 00:00:00,PROACTIVE POLICING,Cameron Way & Fitzgerald Av,94124,37.71969,-122.38910
6814382,2009-02-07 00:00:00,PROACTIVE POLICING,West Portal Sta,,37.74816,-122.45890
6814383,2009-02-07 00:00:00,PROACTIVE POLICING,Mission St & Russia Av,94112,37.72157,-122.43720
6814384,2009-02-07 00:00:00,TRAFFIC,200 BLOCK California St,94111,37.79358,-122.39900
6814385,2009-02-07 00:00:00,OTHER,300 BLOCK Mason St,94102,37.78650,-122.40950
6814386,2009-02-07 00:00:00,PROACTIVE POLICING,22Nd St & Indiana St,94107,37.75777,-122.39120
6814387,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Ellis St,94102,37.78553,-122.40790
6814388,2009-02-07 00:00:00,TRAFFIC,3200 BLOCK 16Th St,94103,37.76480,-122.42420
6814389,2009-02-07 00:00:00,PROACTIVE POLICING,23Rd St & Mission St,94110,37.75383,-122.41860
6814390,2009-02-07 00:00:00,QUALITY OF LIFE,1700 BLOCK Haight St,94117,37.76979,-122.45050
6814391,2009-02-07 00:00:00,TRAFFIC,1300 BLOCK 44Th Av,94122,37.76225,-122.50370
6814392,2009-02-07 00:00:00,PROACTIVE POLICING,1100 BLOCK Ocean Av,94112,37.72350,-122.45410
6814393,2009-02-07 00:00:00,PROACTIVE POLICING,500 BLOCK Precita Av,94110,37.74699,-122.41040
6814394,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd & 20Th Platform,94121,37.78659,-122.47990
6814395,2009-02-07 00:00:00,OTHER,100 BLOCK Wagner Alley,94102,37.78389,-122.41320
6814396,2009-02-07 00:00:00,PROACTIVE POLICING,Powell Station,,37.78559,-122.40800
6814397,2009-02-07 00:00:00,TRAFFIC,Fillmore St & Fell St,94117,37.77493,-122.43100
6814398,2009-02-07 00:00:00,TRAFFIC,2900 BLOCK Sacramento St,94115,37.78899,-122.44070
6814399,2009-02-07 00:00:00,PROACTIVE POLICING,Geary St & Larkin St,94109,37.78613,-122.41810
6814400,2009-02-07 00:00:00,OTHER,500 BLOCK Powell St,94108,37.78926,-122.40860
6814401,2009-02-07 00:00:00,PROACTIVE POLICING,1800 BLOCK Buchanan St,94115,37.78662,-122.42990
6814402,2009-02-07 00:00:00,PROACTIVE POLICING,1200 BLOCK Market St,94102,37.77763,-122.41700
6814403,2009-02-07 00:00:00,BURGLARY,100 BLOCK Howard St,94105,37.79131,-122.39250
6814404,2009-02-07 00:00:00,OTHER,100 BLOCK Girard St,94134,37.73080,-122.40630
6814405,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Eddy St,94102,37.78417,-122.41100
6814406,2009-02-07 00:00:00,PROACTIVE POLICING,1700 BLOCK Pierce St,94115,37.78579,-122.43650
6814407,2009-02-07 00:00:00,OTHER,1000 BLOCK Turk St,94102,37.78135,-122.42560
6814408,2009-02-07 00:00:00,PROACTIVE POLICING,Van Ness Muni,94102,37.77531,-122.41930
6814409,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Laguna St,94109,37.78206,-122.42740
6814410,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Montezuma St,94110,37.74597,-122.41630
6814411,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Ellis St,94102,37.78489,-122.41280
6814412,2009-02-07 00:00:00,PROACTIVE POLICING,Market St & Cyril Magnin St,94102,37.78397,-122.40810
6814413,2009-02-07 00:00:00,PROACTIVE POLICING,Pacific Av & Van Ness Av,94109,37.79483,-122.42320
6814415,2009-02-07 00:00:00,PROACTIVE POLICING,25Th St & Connecticut St,94107,37.75233,-122.39650
6814416,2009-02-07 00:00:00,TRAFFIC,Edinburgh St & Persia Av,94112,37.72123,-122.43200
6814417,2009-02-07 00:00:00,PROACTIVE POLICING,Bayshore Blvd & Arleta Av,94134,37.71227,-122.40260
6814418,2009-02-07 00:00:00,PROACTIVE POLICING,16Th St & Mission St,94103,37.76505,-122.41970
6814419,2009-02-07 00:00:00,PROACTIVE POLICING,Kiska Rd & Dormitory Rd,94124,37.72969,-122.37500
6814420,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Temescal Tr,94118,37.77789,-122.45240
6814421,2009-02-07 00:00:00,PROACTIVE POLICING,Bay St & Taylor St,94133,37.80543,-122.41530
6814422,2009-02-07 00:00:00,PROACTIVE POLICING,Mason St & Turk St,94102,37.78341,-122.40910
6814423,2009-02-07 00:00:00,PROACTIVE POLICING,1900 BLOCK Mission St,94103,37.76654,-122.42010
6814424,2009-02-07 00:00:00,PROACTIVE POLICING,Mcallister St & Van Ness Av,94102,37.78006,-122.42020
6814425,2009-02-07 00:00:00,PROACTIVE POLICING,2100 BLOCK San Jose Av,94112,37.72291,-122.44490
6814426,2009-02-07 00:00:00,TRAFFIC,1400 BLOCK Golden Gate Av,94115,37.77951,-122.43400
6814427,2009-02-07 00:00:00,PROACTIVE POLICING,Boeddecker Park,,0.00000,0.00000
6814428,2009-02-07 00:00:00,OTHER,2700 BLOCK 46Th Av,94116,37.73623,-122.50430
6814429,2009-02-07 00:00:00,PROACTIVE POLICING,Bayshore Blvd & Sunnydale Av,94134,37.70889,-122.40520
6814430,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St & Market St,,37.78463,-122.40780
6814431,2009-02-07 00:00:00,PROACTIVE POLICING,Cortland Corridor,,0.00000,0.00000
6814432,2009-02-07 00:00:00,ASSAULT,1800 BLOCK Eddy St,94115,37.78099,-122.43750
6814433,2009-02-07 00:00:00,PROACTIVE POLICING,6Th St & Jessie St,94103,37.78144,-122.40920
6814434,2009-02-07 00:00:00,PROACTIVE POLICING,7Th St & Stevenson St,94103,37.78003,-122.41190
6814435,2009-02-07 00:00:00,TRAFFIC,15Th St & Shotwell St,94103,37.76687,-122.41650
6814436,2009-02-07 00:00:00,PROACTIVE POLICING,Market St & 7Th St,94103,37.78048,-122.41250
6814437,2009-02-07 00:00:00,OTHER,Fell St & Octavia St,94102,37.77581,-122.42420
6814438,2009-02-07 00:00:00,OTHER,2400 BLOCK 16Th St,94103,37.76564,-122.41050
6814439,2009-02-07 00:00:00,OTHER,900 BLOCK Market St,94102,37.78419,-122.40780
6814440,2009-02-07 00:00:00,TRAFFIC,4600 BLOCK Lincoln Way,94122,37.76418,-122.50740
6814441,2009-02-07 00:00:00,PROACTIVE POLICING,1000 BLOCK Masonic Av,94117,37.77198,-122.44540
6814442,2009-02-07 00:00:00,PROACTIVE POLICING,San Jose Muni Yard,,0.00000,0.00000
6814443,2009-02-07 00:00:00,TRAFFIC,3600 BLOCK Sacramento St,94118,37.78758,-122.45200
6814444,2009-02-07 00:00:00,TRAFFIC,300 BLOCK Sanchez St,94114,37.76421,-122.43110
6814445,2009-02-07 00:00:00,OTHER,0 BLOCK Willie Mays Pz,94107,37.77848,-122.39110
6814446,2009-02-07 00:00:00,PROACTIVE POLICING,500 BLOCK Ofarrell St,94102,37.78583,-122.41300
6814447,2009-02-07 00:00:00,TRAFFIC,1400 BLOCK Market St,94102,37.77629,-122.41820
6814448,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK Turk St,94102,37.78324,-122.41080
6814449,2009-02-07 00:00:00,OTHER,1000 BLOCK Turk St,94102,37.78135,-122.42560
6814450,2009-02-07 00:00:00,OTHER,1000 BLOCK Turk St,94102,37.78135,-122.42560
6814451,2009-02-07 00:00:00,TRAFFIC,1600 BLOCK Lyon St,94115,37.78558,-122.44500
6814452,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Vernon St,94132,37.71717,-122.46810
6814453,2009-02-07 00:00:00,PROACTIVE POLICING,Diamond St & 29Th St,94131,37.74318,-122.43560
6814454,2009-02-07 00:00:00,PROACTIVE POLICING,Market St & 7Th St,94103,37.78048,-122.41250
6814455,2009-02-07 00:00:00,QUALITY OF LIFE,Sutter St & Leavenworth St,94109,37.78838,-122.41520
6814456,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Ramona Av,94103,37.76714,-122.42530
6814457,2009-02-07 00:00:00,OTHER,2300 BLOCK Chestnut St,94123,37.80028,-122.44140
6814458,2009-02-07 00:00:00,PROACTIVE POLICING,Cortland At Bocana,94110,37.73929,-122.41860
6814459,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St & Market St,,37.78463,-122.40780
6814460,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St & Market St,,37.78463,-122.40780
6814461,2009-02-07 00:00:00,TRAFFIC,900 BLOCK Dolores St,94110,37.75507,-122.42550
6814462,2009-02-07 00:00:00,OTHER,700 BLOCK Mcallister St,94102,37.77971,-122.42360
6814463,2009-02-07 00:00:00,TRAFFIC,1500 BLOCK Mason St,94133,37.79744,-122.41180
6814464,2009-02-07 00:00:00,PROACTIVE POLICING,Turk St & Hyde St,94102,37.78261,-122.41570
6814465,2009-02-07 00:00:00,TRAFFIC,1900 BLOCK Filbert St,94123,37.79884,-122.43100
6814466,2009-02-07 00:00:00,TRAFFIC,300 BLOCK Lexington St,94110,37.75853,-122.42060
6814467,2009-02-07 00:00:00,PROACTIVE POLICING,5Th St & Market St,94102,37.78397,-122.40810
6814468,2009-02-07 00:00:00,PROACTIVE POLICING,Union & Columbus 45 Stockton Coach,94133,37.80990,-122.41750
6814469,2009-02-07 00:00:00,OTHER,4600 BLOCK Mission St,94112,37.72460,-122.43520
6814470,2009-02-07 00:00:00,TRAFFIC,300 BLOCK Grant Av,94108,37.78968,-122.40540
6814471,2009-02-07 00:00:00,PROACTIVE POLICING,14Th & King,94612,37.80623,-122.27600
6814472,2009-02-07 00:00:00,SEXUAL OFFENSE,Market St & Sanchez St,94114,37.76586,-122.43100
6814473,2009-02-07 00:00:00,PROACTIVE POLICING,600 BLOCK Columbus Av,94133,37.80084,-122.41010
6814474,2009-02-07 00:00:00,VIOLENT CRIME,Valencia St & 15Th St,94103,37.76653,-122.42200
6814475,2009-02-07 00:00:00,PROACTIVE POLICING,8Th St & Market St,94103,37.77871,-122.41480
6814477,2009-02-07 00:00:00,TRAFFIC,Cesar Chavez St & Harrison St,94131,37.74765,-122.42820
6814478,2009-02-07 00:00:00,TRAFFIC,100 BLOCK Magellan Av,94116,37.74862,-122.46010
6814479,2009-02-07 00:00:00,OTHER,2000 BLOCK Union St,94123,37.79768,-122.43250
6814480,2009-02-07 00:00:00,TRAFFIC,300 BLOCK Townsend St,94107,37.77707,-122.39500
6814481,2009-02-07 00:00:00,OTHER,Mansell St & Visitacion Av,94134,37.71888,-122.41170
6814483,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Mount Vernon Av,94112,37.71719,-122.44580
6814484,2009-02-07 00:00:00,SEXUAL OFFENSE,18Th St & Castro St,94114,37.76089,-122.43500
6814486,2009-02-07 00:00:00,TRAFFIC,1200 BLOCK Capitol Av,94112,37.72374,-122.45910
6814487,2009-02-07 00:00:00,PROACTIVE POLICING,Carl St & Cole St,94117,37.76578,-122.45000
6814488,2009-02-07 00:00:00,QUALITY OF LIFE,26Th St & Treat Av,94110,37.74939,-122.41270
6814489,2009-02-07 00:00:00,TRAFFIC,1800 BLOCK 15Th St,94103,37.76641,-122.42440
6814490,2009-02-07 00:00:00,PROACTIVE POLICING,5Th St & Market St,94102,37.78397,-122.40810
6814492,2009-02-07 00:00:00,OTHER,4600 BLOCK Geary Blvd,94118,37.78096,-122.46870
6814494,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Kittredge Tr,94118,37.77811,-122.45070
6814495,2009-02-07 00:00:00,OTHER,2600 BLOCK Union St,94123,37.79648,-122.44240
6814497,2009-02-07 00:00:00,PROACTIVE POLICING,Westpoint & Middlepoint,94124,37.73380,-122.37980
6814499,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK Steuart St,94105,37.79308,-122.39320
6814500,2009-02-07 00:00:00,PROACTIVE POLICING,46Th Av & Wawona St,94116,37.73618,-122.50420
6814501,2009-02-07 00:00:00,PROACTIVE POLICING,Polk St & Cedar St,94109,37.78639,-122.41990
